,name,Top 100,end,change
0,Justin Timberlake - CAN'T STOP THE FEELING,28,158k,-12%
1,Drake - One Dance,59,106k,-14%
2,P!NK - Just Like Fire,49,85k,-0%
3,The Chainsmokers - Don't Let Me Down,117,74k,-9%
4,Calvin Harris - This Is What You Came For,35,67k,+6%
5,Florida Georgia Line - H.O.L.Y.,35,69k,-1%
6,Desiigner - Panda,96,75k,-11%
7,Fifth Harmony - Work from Home,98,64k,-8%
8,Beyoncé - Sorry,39,51k,-5%
9,Ruth B. - Lost Boy,130,54k,-0%
10,Lukas Graham - 7 Years,139,54k,-18%
11,Sia - Cheap Thrills,91,47k,+13%
12,Mike Posner - I Took a Pill In Ibiza,142,47k,-11%
13,Shawn Mendes - Treat You Better,1,6k,
14,twenty one pilots - Ride,71,38k,+20%
15,Adele - Send My Love,67,40k,-23%
16,Meghan Trainor - Me Too,25,38k,+5%
17,Nick Jonas - Close,70,38k,-49%
18,Rihanna - Needed Me,103,34k,+2%
19,X Ambassadors - Unsteady,67,25k,+18%
20,Ariana Grande - Dangerous Woman,85,39k,-43%
21,Kent Jones - Don't Mind,38,30k,+10%
22,Beyoncé - Formation,39,35k,-17%
23,Dierks Bentley - Different for Girls,7,32k,
24,Zara Larsson & MNEK - Never Forget You,112,32k,-8%
25,Flo Rida - My House,223,36k,-7%
26,Disturbed - The Sound of Silence,159,36k,-24%
27,Dierks Bentley - Somewhere on a Beach,136,40k,+41%
28,Drake - Too Good,28,28k,+1%
29,Tim McGraw - Humble and Kind,134,29k,-11%
30,James Bay - Let It Go,204,29k,-18%
31,Pitbull - Messin' Around,56,30k,-6%
32,Beyoncé - Hold Up,39,28k,-15%
33,DNCE - Cake By the Ocean,238,31k,-26%
34,Meghan Trainor - NO,91,30k,-28%
35,Grace - You Don't Own Me,53,22k,-10%
36,Maren Morris - My Church,134,21k,-3%
37,Drake - Controlla,28,21k,-2%
38,Blake Shelton - Came Here to Forget,87,24k,-33%
39,Thomas Rhett - T-Shirt,102,23k,-0%
40,Ariana Grande - Into You,28,23k,-14%
41,Blake Shelton - She's Got a Way With Words,14,20k,-26%
42,"Luke Bryan - Huntin', Fishin' and Lovin' Every Day",73,21k,-4%
43,ZAYN - PILLOWTALK,127,19k,-19%
44,"Fat Joe, Remy Ma & JAY Z - All the Way Up",7,20k,
45,Flume - Never Be Like You,67,18k,-11%
46,Jon Pardi - Head Over Boots,105,18k,+4%
47,Carrie Underwood - Church Bells,53,17k,-6%
48,twenty one pilots - Stressed Out,283,18k,-13%
49,"gnash - i hate u, i love u",37,15k,-19%
50,Dan + Shay - From the Ground Up,86,16k,-17%
51,Justin Bieber - Love Yourself,203,19k,-19%
52,Rihanna - Work,128,19k,-16%
53,Kelsea Ballerini - Peter Pan,51,16k,-4%
54,Alessia Cara - Wild Things,99,17k,-5%
55,Drake - Pop Style,59,17k,-13%
56,Kevin Gates - 2 Phones,149,17k,-10%
57,Eric Church - Record Year,55,16k,-2%
58,Jason Aldean - Lights Come On,59,15k,+3%
59,"G-Eazy & Bebe Rexha - Me, Myself & I",217,15k,-6%
60,Future - Low Life,119,15k,-16%
61,Charlie Puth - One Call Away,200,15k,-14%
62,Old Dominion - Snapback,127,15k,-16%
63,Beyoncé - 6 Inch,39,14k,-20%
64,"Daya - Sit Still, Look Pretty",26,12k,+2%
65,Dustin Lynch - Mind Reader,79,13k,+11%
66,Selena Gomez - Kill Em With Kindness,6,11k,+120%
67,DJ Snake - Middle,137,13k,-16%
68,Keith Urban - Wasted Time,57,12k,-4%
69,Wiz Khalifa - Pull Up,9,13k,+219%
70,Thomas Rhett - Die a Happy Man,259,12k,-20%
71,Jake Owen - American Country Love Song,38,11k,+1%
72,Sam Hunt - Make You Miss Me,38,10k,-7%
73,Ghost Town DJs - My Boo,41,14k,-32%
74,Jeremih - Oui,132,11k,-15%
75,Fat Joe & Remy Ma - All the Way Up,59,14k,-25%
76,Kelly Clarkson - Piece By Piece,101,11k,-23%
77,Adele - Hello,207,11k,-9%
78,Kevin Gates - Really Really,133,10k,-9%
79,Dreezy - Body,38,10k,-17%
80,The Lumineers - Ophelia,98,10k,-11%
81,Rachel Platten - Fight Song,359,8k,-14%
82,Future - Wicked,16,9k,-2%
83,Thomas Rhett - Vacation,8,10k,+7%
84,Chris Young - Think of You,133,10k,-29%
85,Jason Derulo - If It Ain't Love,28,10k,-13%
86,The Chainsmokers - Roses,225,10k,-14%
87,Fetty Wap - Wake Up,20,9k,-0%
88,Cole Swindell - You Should Be Here,170,10k,-18%
89,Fitz & The Tantrums - HandClap,20,10k,-16%
90,Mark Ronson - Uptown Funk,513,10k,-10%
91,O.T. Genasis - Cut It,12,10k,-10%
92,Drake & Future - Jumpman,252,10k,-19%
93,Justin Bieber - Sorry,210,11k,-20%
94,Jennifer Nettles - Unlove You,15,11k,-44%
95,Kenny Chesney - Noise,38,9k,-10%
96,Bishop Briggs - River,2,8k,+91%
97,Fifth Harmony - All In My Head,7,10k,
98,Beyoncé - All Night,30,9k,-15%
99,Chris Lane - Fix,9,9k,-7%
100,Red Hot Chili Peppers - Dark Necessities,12,8k,-8%
101,Alan Walker - Faded,9,9k,-8%
102,Cole Swindell - Middle of a Memory,3,7k,+22%
103,Shawn Mendes - Stitches,341,9k,-14%
104,Chris Stapleton - Tennessee Whiskey,176,10k,-12%
105,Kiiara - Gold,,8k,+2%
106,Fleur East - Sax,1,2k,+114%
107,Blake Shelton - Go Ahead and Break My Heart,24,10k,-64%
108,Selena Gomez - Hands To Myself,146,8k,-13%
109,Dylan Scott - My Girl,,8k,
110,OneRepublic - Wherever I Go,11,8k,-35%
111,Beck - Wow,,1k,
112,Beyoncé - Don't Hurt Your...,26,8k,-17%
113,Christina Perri - A Thousand Years,12,6k,+36%
114,Rihanna - Kiss It Better,42,9k,-23%
