,name,Top 100,end,change
0,MAGIC! - Rude,79,189k,-5%
1,Iggy Azalea - Fancy,125,150k,-11%
2,Sam Smith - Stay With Me,108,167k,-9%
3,Florida Georgia Line - Dirt,6,182k,
4,Ariana Grande - Problem,82,122k,-9%
5,Nico & Vinz - Am I Wrong,91,111k,-11%
6,Maroon 5 - Maps,28,106k,+1%
7,Charli XCX - Boom Clap,43,101k,+3%
8,Sia - Chandelier,70,96k,+12%
9,OneRepublic - Love Runs Out,90,79k,+13%
10,Kenny Chesney - American Kids,24,82k,-0%
11,Jason Derulo - Wiggle,76,84k,-23%
12,Disclosure - Latch,128,79k,-8%
13,Ariana Grande - Break Free,12,93k,-30%
14,Dierks Bentley - Drunk On a Plane,71,67k,-3%
15,DJ Snake & Lil Jon - Turn Down For What,206,64k,-18%
16,Calvin Harris - Summer,118,66k,-15%
17,Becky G - Shower,43,59k,+19%
18,Lady Antebellum - Bartender,56,64k,+3%
19,Pharrell Williams - Happy,195,56k,-9%
20,Kongos - Come With Me Now,110,59k,+9%
21,John Legend - All of Me,278,56k,+0%
22,Miranda Lambert - Somethin' Bad,56,52k,-13%
23,Florida Georgia Line - This Is How We Roll,216,49k,+1%
24,Jake Owen - Beachin',132,50k,-9%
25,Fifth Harmony - Bo$$,8,63k,
26,Pharrell Williams - Come Get It Bae,57,44k,+13%
27,MKTO - Classic,156,50k,-8%
28,Iggy Azalea - Black Widow,9,35k,+127%
29,Colbie Caillat - Try,2,12k,
30,Clean Bandit - Rather Be feat. Jess Glynne,24,42k,+40%
31,Lee Brice - I Don't Dance,112,50k,+17%
32,Enrique Iglesias - Bailando,53,40k,+13%
33,Ed Sheeran - Sing,98,46k,-32%
34,Sam Hunt - Leave the Night On,27,39k,+51%
35,Luke Bryan - Play It Again,131,39k,-12%
36,2Virgins - Like Whoo,1,6k,
37,Jason Derulo - Trumpets,54,40k,-3%
38,Meghan Trainor - All About That Bass,8,39k,+196%
39,Demi Lovato - Really Don't Care,35,39k,-5%
40,Tiësto - Wasted,42,40k,+10%
41,Tove Lo - Habits,37,36k,+6%
42,Paramore - Ain't It Fun,139,35k,-13%
43,Brad Paisley - River Bank,82,33k,+25%
44,AJR - I'm Ready,49,35k,+5%
45,Ingrid Michaelson - Girls Chase Boys,99,34k,+5%
46,Jason Derulo - Talk Dirty,196,30k,-8%
47,Joe Nichols - Yeah,87,33k,-7%
